year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval,key
2013,74128,1,1,1,2013_74128
2014,74128,0,0,0,2014_74128
2015,74128,0,0,1,2015_74128
2016,74128,0,0,1,2016_74128
2017,74128,0,0,1,2017_74128
2013,74129,0,0,1,2013_74129
2014,74129,0,0,0,2014_74129
2015,74129,0,0,0,2015_74129
2016,74129,0,0,0,2016_74129
2017,74129,0,0,0,2017_74129
2013,74146,0,0,0,2013_74146
2014,74146,0,0,0,2014_74146
2015,74146,0,0,1,2015_74146
2016,74146,0,0,1,2016_74146
2017,74146,1,1,1,2017_74146
2015,74337,0,0,0,2015_74337
2016,74337,0,0,0,2016_74337
2017,74337,1,1,1,2017_74337
2013,74339,0,0,0,2013_74339
2014,74339,0,0,0,2014_74339
2015,74339,1,1,1,2015_74339
2016,74339,0,1,1,2016_74339
2017,74339,0,0,0,2017_74339
2013,74352,0,0,1,2013_74352
2014,74352,0,0,0,2014_74352
2015,74352,0,0,0,2015_74352
2016,74352,0,0,0,2016_74352
2017,74352,0,0,0,2017_74352
2013,74361,1,1,1,2013_74361
2014,74361,0,0,0,2014_74361
2015,74361,0,0,0,2015_74361
2016,74361,0,0,0,2016_74361
2017,74361,0,1,1,2017_74361
2013,74403,0,0,0,2013_74403
2014,74403,0,1,1,2014_74403
2015,74403,0,0,0,2015_74403
2016,74403,0,0,1,2016_74403
2017,74403,0,0,1,2017_74403
2013,74432,1,1,1,2013_74432
2014,74432,1,1,1,2014_74432
2014,74435,0,0,0,2014_74435
2015,74435,0,0,0,2015_74435
2013,74436,0,0,0,2013_74436
2013,74437,0,0,0,2013_74437
2014,74437,0,0,0,2014_74437
2015,74437,0,0,1,2015_74437
2016,74437,0,0,0,2016_74437
2017,74437,0,0,1,2017_74437
2016,74445,0,0,1,2016_74445
2017,74445,0,0,0,2017_74445
2013,74454,1,1,1,2013_74454
2015,74454,0,0,0,2015_74454
2016,74454,0,0,0,2016_74454
2013,74471,1,1,1,2013_74471
2014,74547,0,0,0,2014_74547
2014,74554,0,0,0,2014_74554
2016,74554,0,0,0,2016_74554
2013,74561,0,0,1,2013_74561
2014,74561,0,0,0,2014_74561
2015,74561,0,0,0,2015_74561
2016,74561,0,0,0,2016_74561
2017,74561,0,1,1,2017_74561
2014,74726,0,0,1,2014_74726
2013,74733,0,0,0,2013_74733
2014,74733,0,0,0,2014_74733
2015,74733,0,0,0,2015_74733
2016,74733,0,1,1,2016_74733
2017,74733,0,0,1,2017_74733
2013,74872,0,1,1,2013_74872
2014,74872,0,0,1,2014_74872
2015,74872,1,1,1,2015_74872
2016,74872,0,0,0,2016_74872
2017,74872,0,0,1,2017_74872
2014,74940,0,0,0,2014_74940
2015,74940,0,0,0,2015_74940
2016,74940,0,0,0,2016_74940
2013,74948,0,0,0,2013_74948
2014,74948,0,0,0,2014_74948
2015,74948,0,0,0,2015_74948
2016,74948,0,0,0,2016_74948
2017,74948,0,0,0,2017_74948
2017,74954,0,0,0,2017_74954
2013,74955,0,0,1,2013_74955
2014,74955,0,0,0,2014_74955
2015,74955,0,0,0,2015_74955
2016,74955,0,0,0,2016_74955
2017,74955,0,0,0,2017_74955
2013,74959,1,1,1,2013_74959
2014,74959,1,1,1,2014_74959
2013,75051,1,1,1,2013_75051
2014,75051,0,0,1,2014_75051
2015,75051,0,0,0,2015_75051
2016,75051,0,0,0,2016_75051
2017,75051,0,0,0,2017_75051
2013,75057,1,1,1,2013_75057
2014,75057,0,0,0,2014_75057
2015,75057,0,0,0,2015_75057
2016,75057,0,0,0,2016_75057
2017,75057,1,1,1,2017_75057
2013,75116,0,0,0,2013_75116
2014,75116,0,0,0,2014_75116
2015,75116,0,0,0,2015_75116
2016,75116,0,0,0,2016_75116
2017,75116,0,0,1,2017_75116
2013,75119,0,0,0,2013_75119
2014,75119,0,0,1,2014_75119
2015,75119,0,0,1,2015_75119
2016,75119,1,1,1,2016_75119
2017,75119,0,0,0,2017_75119
2014,75135,0,0,0,2014_75135
2014,75146,0,0,0,2014_75146
2015,75146,0,0,1,2015_75146
2016,75146,0,0,0,2016_75146
2017,75146,0,0,1,2017_75146
2013,75147,0,1,1,2013_75147
2014,75147,0,0,0,2014_75147
2015,75147,0,0,1,2015_75147
2016,75147,0,0,0,2016_75147
2017,75147,1,1,1,2017_75147
2013,75160,0,0,1,2013_75160
2014,75160,1,1,1,2014_75160
2015,75160,0,0,1,2015_75160
2016,75160,1,1,1,2016_75160
2017,75160,0,0,0,2017_75160
2013,75161,0,0,1,2013_75161
2014,75161,0,0,1,2014_75161
2015,75161,0,0,0,2015_75161
2016,75161,0,0,0,2016_75161
2017,75161,0,0,0,2017_75161
2014,75165,0,0,1,2014_75165
2015,75165,0,0,1,2015_75165
2016,75165,0,0,0,2016_75165
2017,75165,0,0,0,2017_75165
2013,75232,0,0,0,2013_75232
2014,75232,0,0,0,2014_75232
2015,75232,0,0,0,2015_75232
2016,75232,1,1,1,2016_75232
2017,75232,0,0,0,2017_75232
2013,75233,0,0,0,2013_75233
2014,75233,0,0,0,2014_75233
2015,75233,0,0,1,2015_75233
2016,75233,0,1,1,2016_75233
2017,75233,1,1,1,2017_75233
2013,75234,0,0,1,2013_75234
2014,75234,1,1,1,2014_75234
2015,75234,1,1,1,2015_75234
2016,75234,0,0,1,2016_75234
2017,75234,1,1,1,2017_75234
2013,75237,0,1,1,2013_75237
2014,75237,0,0,0,2014_75237
2015,75237,0,0,0,2015_75237
2016,75237,0,0,1,2016_75237
2017,75237,0,0,1,2017_75237
2013,75241,0,0,0,2013_75241
2014,75241,0,0,0,2014_75241
2015,75241,0,0,0,2015_75241
2016,75241,0,0,0,2016_75241
2017,75241,0,0,0,2017_75241
2013,75243,0,0,0,2013_75243
2014,75243,0,0,0,2014_75243
2015,75243,0,0,1,2015_75243
2016,75243,1,1,1,2016_75243
2017,75243,1,1,1,2017_75243
2013,75253,0,0,0,2013_75253
2014,75253,0,0,0,2014_75253
2015,75253,0,0,0,2015_75253
2016,75253,0,0,0,2016_75253
2017,75253,1,1,1,2017_75253
2013,75402,0,0,0,2013_75402
2015,75402,0,0,0,2015_75402
2013,75424,0,0,1,2013_75424
2014,75424,0,1,1,2014_75424
2015,75424,0,0,1,2015_75424
2016,75424,0,0,0,2016_75424
2013,75442,0,0,1,2013_75442
2014,75442,0,0,1,2014_75442
2015,75442,1,1,1,2015_75442
2013,75453,0,0,0,2013_75453
2014,75453,0,0,0,2014_75453
2015,75453,0,0,0,2015_75453
2016,75453,0,0,0,2016_75453
2017,75453,0,0,0,2017_75453
2013,75474,0,0,0,2013_75474
2014,75474,0,0,0,2014_75474
2015,75474,0,0,0,2015_75474
2016,75474,0,0,0,2016_75474
2017,75474,0,0,0,2017_75474
2013,75491,0,0,0,2013_75491
2014,75491,0,0,0,2014_75491
2015,75491,0,0,0,2015_75491
2016,75491,1,1,1,2016_75491
2017,75491,0,0,1,2017_75491
2013,75496,0,0,0,2013_75496
2014,75496,0,0,0,2014_75496
2015,75496,0,0,0,2015_75496
2016,75496,0,0,0,2016_75496
2017,75496,0,0,0,2017_75496
2013,75501,0,0,0,2013_75501
2014,75501,0,0,0,2014_75501
2015,75501,0,0,1,2015_75501
2016,75501,1,1,1,2016_75501
2017,75501,0,0,0,2017_75501
2013,75561,0,0,0,2013_75561
2015,75561,0,0,1,2015_75561
2013,76009,0,0,1,2013_76009
2014,76009,0,0,0,2014_76009
2015,76009,0,0,0,2015_76009
2016,76009,0,0,1,2016_76009
2017,76009,0,1,1,2017_76009
2013,76014,0,0,0,2013_76014
2014,76014,0,0,0,2014_76014
2015,76014,1,1,1,2015_76014
2016,76014,0,0,0,2016_76014
2017,76014,0,1,1,2017_76014
2013,76015,0,0,0,2013_76015
2014,76015,0,0,1,2014_76015
2015,76015,1,1,1,2015_76015
2016,76015,0,1,1,2016_76015
2017,76015,0,0,1,2017_76015
2016,76018,0,0,1,2016_76018
2013,76020,0,0,0,2013_76020
2014,76020,0,0,0,2014_76020
2015,76020,0,0,1,2015_76020
2016,76020,0,0,0,2016_76020
2017,76020,0,0,1,2017_76020
2013,76022,0,0,1,2013_76022
2014,76022,0,0,1,2014_76022
2015,76022,1,1,1,2015_76022
2016,76022,0,0,1,2016_76022
2017,76022,0,0,1,2017_76022
2013,76031,0,0,1,2013_76031
2014,76031,0,0,0,2014_76031
2015,76031,0,0,0,2015_76031
2016,76031,0,0,0,2016_76031
2017,76031,1,1,1,2017_76031
2015,76044,0,0,1,2015_76044
2016,76044,1,1,1,2016_76044
2013,76048,0,0,0,2013_76048
2014,76048,0,0,1,2014_76048
2015,76048,1,1,1,2015_76048
2016,76048,0,0,1,2016_76048
2017,76048,0,0,0,2017_76048
2013,76053,0,0,0,2013_76053
2014,76053,0,0,0,2014_76053
2015,76053,0,0,0,2015_76053
2016,76053,0,0,0,2016_76053
2017,76053,1,1,1,2017_76053
2013,76055,0,0,0,2013_76055
2014,76055,0,0,0,2014_76055
2015,76055,0,0,1,2015_76055
2016,76055,0,0,0,2016_76055
2017,76055,0,0,0,2017_76055
2013,76058,1,1,1,2013_76058
2014,76058,0,0,0,2014_76058
2015,76058,0,0,0,2015_76058
2016,76058,0,0,0,2016_76058
2017,76058,0,0,1,2017_76058
2013,76059,0,1,1,2013_76059
2014,76059,0,0,0,2014_76059
2015,76059,0,0,0,2015_76059
2016,76059,0,0,0,2016_76059
2017,76059,0,0,0,2017_76059
2017,76066,0,0,1,2017_76066
2013,76082,0,0,0,2013_76082
2014,76082,0,0,0,2014_76082
2015,76082,1,1,1,2015_76082
2016,76082,0,0,0,2016_76082
2017,76082,0,0,1,2017_76082
2013,76086,0,0,0,2013_76086
2014,76086,0,0,0,2014_76086
2015,76086,0,0,0,2015_76086
2016,76086,0,0,0,2016_76086
2017,76086,0,1,1,2017_76086
2015,76093,0,0,0,2015_76093
2016,76093,0,0,0,2016_76093
2017,76093,0,0,0,2017_76093
2013,76102,1,1,1,2013_76102
2014,76102,0,0,0,2014_76102
2013,76106,0,0,0,2013_76106
2014,76106,0,0,0,2014_76106
2015,76106,0,0,0,2015_76106
2016,76106,0,0,1,2016_76106
2017,76106,0,0,0,2017_76106
2013,76110,0,0,0,2013_76110
2014,76110,0,0,0,2014_76110
2015,76110,0,0,1,2015_76110
2016,76110,0,1,1,2016_76110
2017,76110,1,1,1,2017_76110
2013,76115,0,1,1,2013_76115
2014,76115,0,0,0,2014_76115
2015,76115,0,0,0,2015_76115
2016,76115,1,1,1,2016_76115
2017,76115,0,1,1,2017_76115
2013,76116,1,1,1,2013_76116
2014,76116,0,1,1,2014_76116
2015,76116,0,1,1,2015_76116
2016,76116,0,0,0,2016_76116
2017,76116,1,1,1,2017_76116
2013,76117,0,0,0,2013_76117
2014,76117,0,0,0,2014_76117
2015,76117,0,0,1,2015_76117
2016,76117,1,1,1,2016_76117
2017,76117,0,0,1,2017_76117
2013,76133,0,0,0,2013_76133
2014,76133,0,0,0,2014_76133
2015,76133,0,0,1,2015_76133
2016,76133,0,0,1,2016_76133
2017,76133,0,0,1,2017_76133
2013,76134,0,0,0,2013_76134
2014,76134,0,0,1,2014_76134
2015,76134,0,0,1,2015_76134
2016,76134,0,0,0,2016_76134
2017,76134,0,0,0,2017_76134
2013,76135,1,1,1,2013_76135
2014,76135,0,0,1,2014_76135
2015,76135,0,0,0,2015_76135
2016,76135,1,1,1,2016_76135
2017,76135,0,0,0,2017_76135
2013,76140,0,0,0,2013_76140
2014,76140,0,0,0,2014_76140
2015,76140,0,0,0,2015_76140
2016,76140,0,0,0,2016_76140
2017,76140,0,0,1,2017_76140
2013,76164,0,0,1,2013_76164
2014,76164,0,0,1,2014_76164
2015,76164,0,0,0,2015_76164
2016,76164,0,0,0,2016_76164
2017,76164,0,0,0,2017_76164
2014,76234,0,0,0,2014_76234
2016,76234,0,0,0,2016_76234
2017,76234,0,0,1,2017_76234
2013,76258,0,0,1,2013_76258
2017,76258,0,0,0,2017_76258
2013,76426,0,0,0,2013_76426
2014,76426,0,0,0,2014_76426
2015,76426,0,0,1,2015_76426
2016,76426,0,0,0,2016_76426
2017,76426,0,0,0,2017_76426
2013,76458,0,0,0,2013_76458
2014,76458,0,0,0,2014_76458
2015,76458,1,1,1,2015_76458
2016,76458,0,0,0,2016_76458
2017,76458,0,0,0,2017_76458
2013,76487,0,0,0,2013_76487
2014,76487,0,0,0,2014_76487
2015,76487,0,0,0,2015_76487
2016,76487,0,0,0,2016_76487
2017,76487,0,0,1,2017_76487
2013,76501,0,0,1,2013_76501
2014,76501,0,0,1,2014_76501
2015,76501,0,0,0,2015_76501
2016,76501,0,0,0,2016_76501
2017,76501,0,1,1,2017_76501
2013,76504,0,0,0,2013_76504
2014,76504,0,0,0,2014_76504
2015,76504,0,0,0,2015_76504
2016,76504,0,0,0,2016_76504
2017,76504,1,1,1,2017_76504
2013,76541,0,0,1,2013_76541
2014,76541,0,0,0,2014_76541
2015,76541,0,0,0,2015_76541
2016,76541,0,0,0,2016_76541
2017,76541,0,1,1,2017_76541
2013,76543,0,0,1,2013_76543
2014,76543,0,1,1,2014_76543
2015,76543,0,0,0,2015_76543
2016,76543,1,1,1,2016_76543
2017,76543,0,0,0,2017_76543
2013,77801,0,1,1,2013_77801
2014,77801,0,0,0,2014_77801
2015,77801,0,0,1,2015_77801
2016,77801,0,0,0,2016_77801
2017,77801,0,0,1,2017_77801
2013,77833,0,0,1,2013_77833
2014,77833,0,0,0,2014_77833
2015,77833,0,0,0,2015_77833
2016,77833,0,1,1,2016_77833
2017,77833,0,0,0,2017_77833
2013,77840,0,1,1,2013_77840
2014,77840,0,1,1,2014_77840
2015,77840,0,1,1,2015_77840
2016,77840,0,0,0,2016_77840
2017,77840,0,0,0,2017_77840
2013,78028,0,1,1,2013_78028
2014,78028,0,0,1,2014_78028
2015,78028,0,0,0,2015_78028
2016,78028,0,1,1,2016_78028
2017,78028,1,1,1,2017_78028
2013,78043,0,0,1,2013_78043
2014,78043,0,0,0,2014_78043
2015,78043,0,1,1,2015_78043
2016,78043,1,1,1,2016_78043
2017,78043,0,0,0,2017_78043
2013,78102,0,0,0,2013_78102
2014,78102,0,0,0,2014_78102
2015,78102,0,0,1,2015_78102
2016,78102,0,0,0,2016_78102
2017,78102,0,0,0,2017_78102
2013,78119,0,0,0,2013_78119
2014,78119,0,0,0,2014_78119
2015,78119,0,0,1,2015_78119
2016,78119,0,0,0,2016_78119
2017,78119,0,0,0,2017_78119
2013,78521,0,0,0,2013_78521
2014,78521,0,0,0,2014_78521
2015,78521,0,0,0,2015_78521
2016,78521,0,0,1,2016_78521
2017,78521,0,1,1,2017_78521
2013,78559,0,0,1,2013_78559
2014,78559,1,1,1,2014_78559
2016,78569,0,0,1,2016_78569
2017,78569,0,0,1,2017_78569
2017,78580,0,0,0,2017_78580
2013,78584,0,0,0,2013_78584
2014,78584,0,0,0,2014_78584
2013,78586,0,0,0,2013_78586
2014,78586,0,0,1,2014_78586
2015,78586,0,0,0,2015_78586
2016,78586,0,0,1,2016_78586
2017,78586,0,0,0,2017_78586
2013,78593,0,1,1,2013_78593
2014,78593,0,0,0,2014_78593
2015,78593,0,0,0,2015_78593
2016,78593,0,0,0,2016_78593
2017,78593,0,0,0,2017_78593
2013,79103,0,0,0,2013_79103
2014,79103,0,0,1,2014_79103
2015,79103,0,0,1,2015_79103
2016,79103,0,0,0,2016_79103
2017,79103,0,0,0,2017_79103
2013,79104,0,0,0,2013_79104
2014,79104,0,0,1,2014_79104
2015,79104,0,1,1,2015_79104
2016,79104,0,0,0,2016_79104
2017,79104,0,0,0,2017_79104
2017,79106,0,0,0,2017_79106
2014,79108,0,0,1,2014_79108
2015,79108,0,0,0,2015_79108
2016,79108,0,0,1,2016_79108
2017,79108,0,0,0,2017_79108
2013,79331,0,0,1,2013_79331
2014,79331,0,0,0,2014_79331
2015,79331,0,0,0,2015_79331
2016,79331,1,1,1,2016_79331
2017,79331,0,0,0,2017_79331
2013,79556,0,0,1,2013_79556
2014,79556,0,0,1,2014_79556
2015,79556,0,0,0,2015_79556
2016,79556,0,0,1,2016_79556
2017,79556,0,0,0,2017_79556
2013,79703,0,0,0,2013_79703
2014,79703,1,1,1,2014_79703
2015,79703,0,0,0,2015_79703
2016,79703,0,0,1,2016_79703
2017,79703,0,0,0,2017_79703
2013,79706,0,0,0,2013_79706
2014,79706,0,0,0,2014_79706
2015,79706,0,0,0,2015_79706
2016,79706,0,0,0,2016_79706
2017,79706,0,1,1,2017_79706
2013,79766,0,0,0,2013_79766
2016,79766,0,0,1,2016_79766
2017,79766,0,0,0,2017_79766
2013,79903,0,1,1,2013_79903
2014,79903,0,0,1,2014_79903
2015,79903,1,1,1,2015_79903
2016,79903,0,0,0,2016_79903
2017,79903,0,0,0,2017_79903
2013,79907,0,0,0,2013_79907
2014,79907,0,0,0,2014_79907
2015,79907,0,0,0,2015_79907
2016,79907,0,0,0,2016_79907
2017,79907,1,1,1,2017_79907
2013,79915,0,0,0,2013_79915
2014,79915,0,0,0,2014_79915
2015,79915,0,0,0,2015_79915
2016,79915,0,0,0,2016_79915
2017,79915,0,0,0,2017_79915
2015,79924,0,0,1,2015_79924
2016,79924,0,0,0,2016_79924
2017,79924,0,0,0,2017_79924
2013,79930,0,0,0,2013_79930
2014,79930,0,1,1,2014_79930
2015,79930,1,1,1,2015_79930
2016,79930,0,0,0,2016_79930
2017,79930,0,0,0,2017_79930
2013,80002,0,0,0,2013_80002
2014,80002,0,0,0,2014_80002
2015,80002,0,0,0,2015_80002
2016,80002,1,1,1,2016_80002
2017,80002,0,0,0,2017_80002
2013,80003,0,0,0,2013_80003
2014,80003,0,0,0,2014_80003
2015,80003,0,0,1,2015_80003
2016,80003,0,0,1,2016_80003
2017,80003,0,0,0,2017_80003
2013,80011,0,0,1,2013_80011
2014,80011,0,0,1,2014_80011
2015,80011,0,0,1,2015_80011
2016,80011,0,0,1,2016_80011
2017,80011,0,1,1,2017_80011
2013,80012,1,1,1,2013_80012
2014,80012,1,1,1,2014_80012
2015,80012,0,0,0,2015_80012
2016,80012,0,0,0,2016_80012
2017,80012,0,0,0,2017_80012
2013,80017,0,0,1,2013_80017
2014,80017,0,0,1,2014_80017
2015,80017,0,0,0,2015_80017
2016,80017,1,1,1,2016_80017
2017,80017,0,0,0,2017_80017
2014,80019,0,0,1,2014_80019
2013,80030,0,0,1,2013_80030
2014,80030,0,0,1,2014_80030
2015,80030,0,0,0,2015_80030
2016,80030,0,0,0,2016_80030
2017,80030,0,0,0,2017_80030
2013,80033,0,0,0,2013_80033
2014,80033,0,0,0,2014_80033
2015,80033,0,0,0,2015_80033
2016,80033,0,0,0,2016_80033
2017,80033,1,1,1,2017_80033
2013,80110,1,1,1,2013_80110
2014,80110,1,1,1,2014_80110
2015,80110,0,0,0,2015_80110
2016,80110,1,1,1,2016_80110
2017,80110,0,0,0,2017_80110
2013,80214,1,1,1,2013_80214
2014,80214,0,0,0,2014_80214
2015,80214,0,1,1,2015_80214
2016,80214,0,0,1,2016_80214
2017,80214,1,1,1,2017_80214
2013,80216,0,0,1,2013_80216
2014,80216,0,0,1,2014_80216
2015,80216,1,1,1,2015_80216
2016,80216,1,1,1,2016_80216
2017,80216,1,1,1,2017_80216
2013,80219,0,0,0,2013_80219
2014,80219,0,0,1,2014_80219
2015,80219,1,1,1,2015_80219
2016,80219,0,0,1,2016_80219
2017,80219,0,0,0,2017_80219
2013,80221,1,1,1,2013_80221
2014,80221,0,0,1,2014_80221
2015,80221,0,0,1,2015_80221
2016,80221,1,1,1,2016_80221
2017,80221,0,0,1,2017_80221
2013,80223,0,0,1,2013_80223
2014,80223,0,0,1,2014_80223
2015,80223,1,1,1,2015_80223
2016,80223,0,0,1,2016_80223
2017,80223,0,0,0,2017_80223
2013,80226,0,0,0,2013_80226
2014,80226,0,0,0,2014_80226
2015,80226,0,0,0,2015_80226
2016,80226,0,0,0,2016_80226
2017,80226,0,0,0,2017_80226
2013,80229,0,0,1,2013_80229
2014,80229,1,1,1,2014_80229
2015,80229,0,0,1,2015_80229
2016,80229,0,1,1,2016_80229
2017,80229,0,0,1,2017_80229
2013,80232,0,1,1,2013_80232
2014,80232,0,0,0,2014_80232
2015,80232,0,0,1,2015_80232
2016,80232,0,0,0,2016_80232
2017,80232,0,0,0,2017_80232
2013,80233,0,0,1,2013_80233
2014,80233,0,0,1,2014_80233
2015,80233,0,0,0,2015_80233
2016,80233,0,0,0,2016_80233
2017,80233,0,1,1,2017_80233
2013,80235,1,1,1,2013_80235
2014,80235,0,0,1,2014_80235
2015,80235,0,0,1,2015_80235
2016,80235,0,0,0,2016_80235
2017,80235,0,0,0,2017_80235
2013,80236,0,0,1,2013_80236
2014,80236,0,0,0,2014_80236
2015,80236,0,1,1,2015_80236
2016,80236,1,1,1,2016_80236
2017,80236,0,0,0,2017_80236
2013,80247,0,1,1,2013_80247
2017,80249,0,0,0,2017_80249
2013,80260,0,0,1,2013_80260
2014,80260,0,0,0,2014_80260
2015,80260,0,0,0,2015_80260
2016,80260,0,0,1,2016_80260
2017,80260,0,0,1,2017_80260
2015,80421,0,0,0,2015_80421
2017,80421,0,0,1,2017_80421
2014,80440,0,0,0,2014_80440
2015,80440,0,0,0,2015_80440
2016,80440,0,1,1,2016_80440
2017,80440,0,0,1,2017_80440
2017,80444,0,0,1,2017_80444
2013,80449,0,0,0,2013_80449
2014,80449,0,0,0,2014_80449
2015,80449,0,0,0,2015_80449
2016,80449,0,0,0,2016_80449
2017,80449,0,0,1,2017_80449
2013,80452,0,0,0,2013_80452
2014,80452,0,0,0,2014_80452
2015,80452,0,0,0,2015_80452
2016,80452,1,1,1,2016_80452
2017,80452,0,0,1,2017_80452
2013,80501,0,0,0,2013_80501
2014,80501,0,0,0,2014_80501
2015,80501,0,0,0,2015_80501
2016,80501,0,1,1,2016_80501
2017,80501,1,1,1,2017_80501
2013,80520,0,1,1,2013_80520
2014,80520,1,1,1,2014_80520
2013,80521,1,1,1,2013_80521
2014,80521,0,1,1,2014_80521
2015,80521,0,0,0,2015_80521
2016,80521,0,0,0,2016_80521
2017,80521,0,0,0,2017_80521
2017,80526,0,0,0,2017_80526
2013,80535,0,0,1,2013_80535
2014,80535,0,0,1,2014_80535
2016,80535,0,0,0,2016_80535
2017,80535,0,0,0,2017_80535
2013,80537,0,0,0,2013_80537
2016,80537,0,1,1,2016_80537
2017,80537,0,0,0,2017_80537
2017,80538,0,0,1,2017_80538
2014,80601,0,0,1,2014_80601
2015,80601,0,0,1,2015_80601
2016,80601,0,0,1,2016_80601
2017,80601,1,1,1,2017_80601
2013,80610,0,0,1,2013_80610
2014,80610,0,1,1,2014_80610
2015,80610,0,0,0,2015_80610
2016,80610,0,0,0,2016_80610
2017,80610,0,0,1,2017_80610
2013,80620,0,0,0,2013_80620
2014,80620,0,0,0,2014_80620
2015,80620,0,0,0,2015_80620
2016,80620,0,0,0,2016_80620
2017,80620,0,0,1,2017_80620
2013,80631,0,0,0,2013_80631
2014,80631,0,0,0,2014_80631
2015,80631,0,1,1,2015_80631
2016,80631,0,1,1,2016_80631
2017,80631,0,0,1,2017_80631
2013,80643,0,0,1,2013_80643
2016,80643,0,0,0,2016_80643
2017,80644,0,0,0,2017_80644
2013,80650,0,0,0,2013_80650
2015,80650,0,0,1,2015_80650
2016,80650,0,0,1,2016_80650
2017,80650,0,0,1,2017_80650
2015,80651,0,0,1,2015_80651
2016,80651,0,0,1,2016_80651
2017,80651,0,1,1,2017_80651
2013,80808,0,0,0,2013_80808
2014,80808,0,0,1,2014_80808
2015,80808,1,1,1,2015_80808
2016,80808,1,1,1,2016_80808
2017,80808,0,0,0,2017_80808
2013,80813,1,1,1,2013_80813
2014,80813,0,0,0,2014_80813
2015,80813,0,0,0,2015_80813
2016,80813,0,0,0,2016_80813
2017,80813,0,0,0,2017_80813
2013,80816,0,0,1,2013_80816
2014,80816,0,0,0,2014_80816
2015,80816,0,0,0,2015_80816
2016,80816,0,0,0,2016_80816
2017,80816,0,0,1,2017_80816
2017,80820,0,1,1,2017_80820
2013,80827,0,0,0,2013_80827
2014,80827,0,0,0,2014_80827
2015,80827,0,0,0,2015_80827
2016,80827,0,0,0,2016_80827
2013,80903,1,1,1,2013_80903
2014,80903,1,1,1,2014_80903
2015,80903,0,0,0,2015_80903
2016,80903,0,0,0,2016_80903
2013,80905,1,1,1,2013_80905
2014,80905,0,0,1,2014_80905
2015,80905,0,0,0,2015_80905
2016,80905,0,0,0,2016_80905
2013,80909,0,0,1,2013_80909
2014,80909,0,0,1,2014_80909
2015,80909,1,1,1,2015_80909
2016,80909,0,0,1,2016_80909
2017,80909,1,1,1,2017_80909
2013,80915,0,0,0,2013_80915
2014,80915,1,1,1,2014_80915
2015,80915,1,1,1,2015_80915
2016,80915,0,0,0,2016_80915
2017,80915,0,0,1,2017_80915
2013,80916,0,0,0,2013_80916
2014,80916,0,1,1,2014_80916
2015,80916,1,1,1,2015_80916
2016,80916,1,1,1,2016_80916
2017,80916,0,0,1,2017_80916
2014,80917,0,0,0,2014_80917
2015,80917,0,1,1,2015_80917
2017,80917,0,0,0,2017_80917
2013,81001,0,1,1,2013_81001
2014,81001,0,0,0,2014_81001
2015,81001,1,1,1,2015_81001
2016,81001,0,0,0,2016_81001
2017,81001,0,1,1,2017_81001
2013,81003,0,0,1,2013_81003
2014,81003,0,0,0,2014_81003
2015,81003,0,0,0,2015_81003
2016,81003,0,0,0,2016_81003
2017,81003,0,0,0,2017_81003
2013,81004,0,0,0,2013_81004
2014,81004,0,0,0,2014_81004
2015,81004,0,1,1,2015_81004
2016,81004,0,1,1,2016_81004
2017,81004,0,0,1,2017_81004
2017,81008,0,0,0,2017_81008
2013,81137,0,0,1,2013_81137
2014,81137,1,1,1,2014_81137
2015,81137,0,0,0,2015_81137
2016,81137,0,0,0,2016_81137
2017,81137,0,0,0,2017_81137
2015,81326,0,0,0,2015_81326
2017,81401,0,0,0,2017_81401
2013,81415,0,0,1,2013_81415
2014,81415,1,1,1,2014_81415
2013,81416,0,1,1,2013_81416
2014,81416,0,1,1,2014_81416
2016,81416,0,0,0,2016_81416
2017,81416,0,0,1,2017_81416
2013,81425,0,0,0,2013_81425
2014,81425,0,0,1,2014_81425
2015,81425,1,1,1,2015_81425
2016,81425,1,1,1,2016_81425
2017,81425,1,1,1,2017_81425
2013,81501,0,0,0,2013_81501
2014,81501,0,0,1,2014_81501
2015,81501,0,0,1,2015_81501
2016,81501,0,0,1,2016_81501
2017,81501,0,0,0,2017_81501
2013,81503,1,1,1,2013_81503
2014,81503,0,1,1,2014_81503
2015,81503,0,0,1,2015_81503
2017,81503,0,0,0,2017_81503
2013,81520,0,0,1,2013_81520
2014,81520,0,0,1,2014_81520
2015,81520,1,1,1,2015_81520
2016,81520,0,0,0,2016_81520
2017,81520,0,0,1,2017_81520
2015,81601,0,0,0,2015_81601
2016,81601,0,0,0,2016_81601
2014,81639,1,1,1,2014_81639
2015,81639,0,0,0,2015_81639
2016,81639,0,0,1,2016_81639
2017,81639,0,0,0,2017_81639
2015,81647,0,0,0,2015_81647
2014,81650,0,0,0,2014_81650
2015,81650,0,0,0,2015_81650
2016,81650,0,0,0,2016_81650
2017,81650,0,1,1,2017_81650
2014,81652,0,0,0,2014_81652
2015,81652,0,0,0,2015_81652
2016,81652,0,0,0,2016_81652
2017,81652,0,0,1,2017_81652
2013,82001,0,0,0,2013_82001
2014,82001,0,0,0,2014_82001
2015,82001,0,0,0,2015_82001
2016,82001,0,0,0,2016_82001
2017,82001,1,1,1,2017_82001
2013,82007,0,0,0,2013_82007
2014,82007,0,0,0,2014_82007
2015,82007,0,0,1,2015_82007
2016,82007,0,0,0,2016_82007
