,year,zipcode,gentrifying_pct_chg_income_homeval_educ,gentrifying_no_longer_eligible,gentrifying_pct_chg_income_homeval,gentrifying_pct_chg_homeval
10260,2016,74059,1,0,1,1
4905,2015,74061,0,0,0,0
4278,2016,74061,0,0,0,0
3916,2017,74061,0,0,0,0
2148,2013,74107,0,0,1,1
2626,2014,74107,0,0,0,1
2984,2015,74107,1,0,1,1
3002,2016,74107,0,0,0,0
3139,2017,74107,1,0,1,1
4871,2013,74108,0,0,0,0
5150,2014,74108,0,0,0,0
5393,2015,74108,0,0,0,1
5411,2016,74108,0,0,0,0
5510,2017,74108,0,0,0,1
6116,2013,74112,0,0,1,1
6571,2014,74112,0,0,0,0
6895,2015,74112,1,0,1,1
7145,2016,74112,0,0,0,1
7432,2017,74112,0,0,0,1
493,2013,74115,0,0,0,0
607,2014,74115,0,0,0,1
780,2015,74115,0,0,0,1
809,2016,74115,0,0,0,1
838,2017,74115,1,0,1,1
1329,2013,74127,0,0,1,1
1585,2014,74127,1,0,1,1
1434,2015,74127,0,0,0,0
1348,2016,74127,0,0,0,0
1555,2017,74127,1,0,1,1
5396,2013,74128,1,0,1,1
6041,2014,74128,0,0,0,0
6353,2015,74128,0,0,0,1
6490,2016,74128,0,0,0,1
6609,2017,74128,0,0,0,1
11135,2013,74129,0,0,0,1
11842,2014,74129,0,0,0,0
12035,2015,74129,0,0,0,0
11958,2016,74129,0,0,0,0
11688,2017,74129,0,0,0,0
7804,2013,74146,0,0,0,0
8297,2014,74146,0,0,0,0
8608,2015,74146,0,0,0,1
8912,2016,74146,0,0,0,1
9179,2017,74146,1,0,1,1
12741,2015,74337,0,0,0,0
11306,2016,74337,0,0,0,0
11622,2017,74337,1,0,1,1
31,2013,74339,0,0,0,0
29,2014,74339,0,0,0,0
35,2015,74339,1,0,1,1
37,2016,74339,0,0,1,1
32,2017,74339,0,0,0,0
7754,2013,74352,0,0,0,1
7294,2014,74352,0,0,0,0
6156,2015,74352,0,0,0,0
4884,2016,74352,0,0,0,0
4025,2017,74352,0,0,0,0
10322,2013,74361,1,0,1,1
10290,2014,74361,0,0,0,0
9681,2015,74361,0,0,0,0
8913,2016,74361,0,0,0,0
9358,2017,74361,0,0,1,1
2098,2013,74403,0,0,0,0
2426,2014,74403,0,0,1,1
2485,2015,74403,0,0,0,0
2585,2016,74403,0,0,0,1
2773,2017,74403,0,0,0,1
333,2013,74432,1,0,1,1
371,2014,74432,1,0,1,1
595,2014,74435,0,0,0,0
514,2015,74435,0,0,0,0
447,2013,74436,0,0,0,0
411,2013,74437,0,0,0,0
458,2014,74437,0,0,0,0
746,2015,74437,0,0,0,1
764,2016,74437,0,0,0,0
839,2017,74437,0,0,0,1
7612,2016,74445,0,0,0,1
7105,2017,74445,0,0,0,0
10811,2013,74454,1,0,1,1
11666,2015,74454,0,0,0,0
8116,2016,74454,0,0,0,0
3666,2013,74471,1,0,1,1
729,2014,74547,0,0,0,0
603,2014,74554,0,0,0,0
432,2016,74554,0,0,0,0
1841,2013,74561,0,0,0,1
1335,2014,74561,0,0,0,0
533,2015,74561,0,0,0,0
277,2016,74561,0,0,0,0
244,2017,74561,0,0,1,1
4106,2014,74726,0,0,0,1
3894,2013,74733,0,0,0,0
3423,2014,74733,0,0,0,0
3118,2015,74733,0,0,0,0
3175,2016,74733,0,0,1,1
3603,2017,74733,0,0,0,1
84,2013,74872,0,0,1,1
123,2014,74872,0,0,0,1
180,2015,74872,1,0,1,1
162,2016,74872,0,0,0,0
245,2017,74872,0,0,0,1
3519,2014,74940,0,0,0,0
2569,2015,74940,0,0,0,0
2205,2016,74940,0,0,0,0
645,2013,74948,0,0,0,0
661,2014,74948,0,0,0,0
582,2015,74948,0,0,0,0
502,2016,74948,0,0,0,0
408,2017,74948,0,0,0,0
686,2017,74954,0,0,0,0
329,2013,74955,0,0,0,1
314,2014,74955,0,0,0,0
297,2015,74955,0,0,0,0
239,2016,74955,0,0,0,0
220,2017,74955,0,0,0,0
1535,2013,74959,1,0,1,1
1897,2014,74959,1,0,1,1
7436,2013,75051,1,0,1,1
8264,2014,75051,0,0,0,1
8341,2015,75051,0,0,0,0
8212,2016,75051,0,0,0,0
8306,2017,75051,0,0,0,0
19957,2013,75057,1,0,1,1
20261,2014,75057,0,0,0,0
20476,2015,75057,0,0,0,0
20825,2016,75057,0,0,0,0
21688,2017,75057,1,0,1,1
15594,2013,75116,0,0,0,0
15641,2014,75116,0,0,0,0
15722,2015,75116,0,0,0,0
16164,2016,75116,0,0,0,0
17626,2017,75116,0,0,0,1
9666,2013,75119,0,0,0,0
11373,2014,75119,0,0,0,1
11965,2015,75119,0,0,0,1
12604,2016,75119,1,0,1,1
12993,2017,75119,0,0,0,0
22929,2014,75135,0,0,0,0
21756,2014,75146,0,0,0,0
22514,2015,75146,0,0,0,1
22809,2016,75146,0,0,0,0
23569,2017,75146,0,0,0,1
13771,2013,75147,0,0,1,1
14483,2014,75147,0,0,0,0
15463,2015,75147,0,0,0,1
14672,2016,75147,0,0,0,0
15880,2017,75147,1,0,1,1
10310,2013,75160,0,0,0,1
13773,2014,75160,1,0,1,1
14728,2015,75160,0,0,0,1
15752,2016,75160,1,0,1,1
14886,2017,75160,0,0,0,0
21593,2013,75161,0,0,0,1
24034,2014,75161,0,0,0,1
22341,2015,75161,0,0,0,0
22641,2016,75161,0,0,0,0
20171,2017,75161,0,0,0,0
24587,2014,75165,0,0,0,1
25754,2015,75165,0,0,0,1
26167,2016,75165,0,0,0,0
26426,2017,75165,0,0,0,0
10765,2013,75232,0,0,0,0
10887,2014,75232,0,0,0,0
11219,2015,75232,0,0,0,0
11948,2016,75232,1,0,1,1
12341,2017,75232,0,0,0,0
15986,2013,75233,0,0,0,0
15101,2014,75233,0,0,0,0
15565,2015,75233,0,0,0,1
17936,2016,75233,0,0,1,1
19977,2017,75233,1,0,1,1
24437,2013,75234,0,0,0,1
26023,2014,75234,1,0,1,1
27014,2015,75234,1,0,1,1
27974,2016,75234,0,0,0,1
28824,2017,75234,1,0,1,1
17132,2013,75237,0,0,1,1
17328,2014,75237,0,0,0,0
17000,2015,75237,0,0,0,0
18824,2016,75237,0,0,0,1
20399,2017,75237,0,0,0,1
4642,2013,75241,0,0,0,0
4664,2014,75241,0,0,0,0
4435,2015,75241,0,0,0,0
4495,2016,75241,0,0,0,0
4534,2017,75241,0,0,0,0
19002,2013,75243,0,0,0,0
18506,2014,75243,0,0,0,0
21134,2015,75243,0,0,0,1
23085,2016,75243,1,0,1,1
24326,2017,75243,1,0,1,1
8273,2013,75253,0,0,0,0
8350,2014,75253,0,0,0,0
8299,2015,75253,0,0,0,0
8610,2016,75253,0,0,0,0
9307,2017,75253,1,0,1,1
19646,2013,75402,0,0,0,0
17727,2015,75402,0,0,0,0
20766,2013,75424,0,0,0,1
23915,2014,75424,0,0,1,1
25005,2015,75424,0,0,0,1
24670,2016,75424,0,0,0,0
19905,2013,75442,0,0,0,1
23120,2014,75442,0,0,0,1
24559,2015,75442,1,0,1,1
7965,2013,75453,0,0,0,0
7410,2014,75453,0,0,0,0
6781,2015,75453,0,0,0,0
5566,2016,75453,0,0,0,0
5391,2017,75453,0,0,0,0
8606,2013,75474,0,0,0,0
8122,2014,75474,0,0,0,0
6693,2015,75474,0,0,0,0
5444,2016,75474,0,0,0,0
5593,2017,75474,0,0,0,0
10426,2013,75491,0,0,0,0
7503,2014,75491,0,0,0,0
7607,2015,75491,0,0,0,0
8364,2016,75491,1,0,1,1
9320,2017,75491,0,0,0,1
3124,2013,75496,0,0,0,0
2078,2014,75496,0,0,0,0
1362,2015,75496,0,0,0,0
937,2016,75496,0,0,0,0
914,2017,75496,0,0,0,0
6252,2013,75501,0,0,0,0
4530,2014,75501,0,0,0,0
5221,2015,75501,0,0,0,1
5893,2016,75501,1,0,1,1
5788,2017,75501,0,0,0,0
5198,2013,75561,0,0,0,0
4352,2015,75561,0,0,0,1
12539,2013,76009,0,0,0,1
12518,2014,76009,0,0,0,0
12799,2015,76009,0,0,0,0
13747,2016,76009,0,0,0,1
14731,2017,76009,0,0,1,1
11640,2013,76014,0,0,0,0
12213,2014,76014,0,0,0,0
12724,2015,76014,1,0,1,1
12910,2016,76014,0,0,0,0
13717,2017,76014,0,0,1,1
16441,2013,76015,0,0,0,0
17610,2014,76015,0,0,0,1
18580,2015,76015,1,0,1,1
19704,2016,76015,0,0,1,1
20577,2017,76015,0,0,0,1
22151,2016,76018,0,0,0,1
19981,2013,76020,0,0,0,0
19915,2014,76020,0,0,0,0
20363,2015,76020,0,0,0,1
20901,2016,76020,0,0,0,0
22231,2017,76020,0,0,0,1
22455,2013,76022,0,0,0,1
23334,2014,76022,0,0,0,1
24681,2015,76022,1,0,1,1
25853,2016,76022,0,0,0,1
26661,2017,76022,0,0,0,1
7717,2013,76031,0,0,0,1
7812,2014,76031,0,0,0,0
7287,2015,76031,0,0,0,0
7391,2016,76031,0,0,0,0
7761,2017,76031,1,0,1,1
21251,2015,76044,0,0,0,1
21898,2016,76044,1,0,1,1
18468,2013,76048,0,0,0,0
19578,2014,76048,0,0,0,1
20620,2015,76048,1,0,1,1
21884,2016,76048,0,0,0,1
21768,2017,76048,0,0,0,0
18211,2013,76053,0,0,0,0
18809,2014,76053,0,0,0,0
19212,2015,76053,0,0,0,0
19732,2016,76053,0,0,0,0
20512,2017,76053,1,0,1,1
3783,2013,76055,0,0,0,0
3687,2014,76055,0,0,0,0
3997,2015,76055,0,0,0,1
4208,2016,76055,0,0,0,0
4049,2017,76055,0,0,0,0
22755,2013,76058,1,0,1,1
23200,2014,76058,0,0,0,0
23023,2015,76058,0,0,0,0
23458,2016,76058,0,0,0,0
24486,2017,76058,0,0,0,1
10551,2013,76059,0,0,1,1
11162,2014,76059,0,0,0,0
10629,2015,76059,0,0,0,0
10892,2016,76059,0,0,0,0
11230,2017,76059,0,0,0,0
20344,2017,76066,0,0,0,1
20767,2013,76082,0,0,0,0
19083,2014,76082,0,0,0,0
19850,2015,76082,1,0,1,1
20031,2016,76082,0,0,0,0
21400,2017,76082,0,0,0,1
12453,2013,76086,0,0,0,0
10027,2014,76086,0,0,0,0
9718,2015,76086,0,0,0,0
10094,2016,76086,0,0,0,0
11354,2017,76086,0,0,1,1
11624,2015,76093,0,0,0,0
10542,2016,76093,0,0,0,0
9843,2017,76093,0,0,0,0
17031,2013,76102,1,0,1,1
17428,2014,76102,0,0,0,0
1072,2013,76106,0,0,0,0
1100,2014,76106,0,0,0,0
1062,2015,76106,0,0,0,0
1251,2016,76106,0,0,0,1
1302,2017,76106,0,0,0,0
1973,2013,76110,0,0,0,0
2119,2014,76110,0,0,0,0
2441,2015,76110,0,0,0,1
2854,2016,76110,0,0,1,1
3230,2017,76110,1,0,1,1
1029,2013,76115,0,0,1,1
1107,2014,76115,0,0,0,0
1154,2015,76115,0,0,0,0
1324,2016,76115,1,0,1,1
1465,2017,76115,0,0,1,1
16756,2013,76116,1,0,1,1
18096,2014,76116,0,0,1,1
18969,2015,76116,0,0,1,1
19068,2016,76116,0,0,0,0
20529,2017,76116,1,0,1,1
5854,2013,76117,0,0,0,0
6032,2014,76117,0,0,0,0
6433,2015,76117,0,0,0,1
7225,2016,76117,1,0,1,1
8055,2017,76117,0,0,0,1
13603,2013,76133,0,0,0,0
13927,2014,76133,0,0,0,0
14400,2015,76133,0,0,0,1
15178,2016,76133,0,0,0,1
15738,2017,76133,0,0,0,1
10245,2013,76134,0,0,0,0
10948,2014,76134,0,0,0,1
11383,2015,76134,0,0,0,1
11978,2016,76134,0,0,0,0
12137,2017,76134,0,0,0,0
16879,2013,76135,1,0,1,1
17884,2014,76135,0,0,0,1
18265,2015,76135,0,0,0,0
18954,2016,76135,1,0,1,1
19400,2017,76135,0,0,0,0
6936,2013,76140,0,0,0,0
7217,2014,76140,0,0,0,0
7333,2015,76140,0,0,0,0
7472,2016,76140,0,0,0,0
8043,2017,76140,0,0,0,1
1661,2013,76164,0,0,0,1
1909,2014,76164,0,0,0,1
1858,2015,76164,0,0,0,0
1707,2016,76164,0,0,0,0
1467,2017,76164,0,0,0,0
28932,2014,76234,0,0,0,0
30527,2016,76234,0,0,0,0
31421,2017,76234,0,0,0,1
21493,2013,76258,0,0,0,1
19558,2017,76258,0,0,0,0
17621,2013,76426,0,0,0,0
17983,2014,76426,0,0,0,0
18736,2015,76426,0,0,0,1
18134,2016,76426,0,0,0,0
18067,2017,76426,0,0,0,0
9466,2013,76458,0,0,0,0
9164,2014,76458,0,0,0,0
9754,2015,76458,1,0,1,1
10209,2016,76458,0,0,0,0
10433,2017,76458,0,0,0,0
22518,2013,76487,0,0,0,0
19419,2014,76487,0,0,0,0
19670,2015,76487,0,0,0,0
19986,2016,76487,0,0,0,0
21819,2017,76487,0,0,0,1
5386,2013,76501,0,0,0,1
5622,2014,76501,0,0,0,1
6225,2015,76501,0,0,0,0
6525,2016,76501,0,0,0,0
6944,2017,76501,0,0,1,1
4564,2013,76504,0,0,0,0
4711,2014,76504,0,0,0,0
5161,2015,76504,0,0,0,0
5193,2016,76504,0,0,0,0
5594,2017,76504,1,0,1,1
4166,2013,76541,0,0,0,1
3781,2014,76541,0,0,0,0
3611,2015,76541,0,0,0,0
3623,2016,76541,0,0,0,0
4079,2017,76541,0,0,1,1
12552,2013,76543,0,0,0,1
12932,2014,76543,0,0,1,1
13516,2015,76543,0,0,0,0
14235,2016,76543,1,0,1,1
14063,2017,76543,0,0,0,0
6421,2013,77801,0,0,1,1
7026,2014,77801,0,0,0,0
8572,2015,77801,0,0,0,1
9142,2016,77801,0,0,0,0
9867,2017,77801,0,0,0,1
47907,2013,77833,0,0,0,1
47912,2014,77833,0,0,0,0
47892,2015,77833,0,0,0,0
47901,2016,77833,0,0,1,1
47916,2017,77833,0,0,0,0
20630,2013,77840,0,0,1,1
23581,2014,77840,0,0,1,1
25886,2015,77840,0,0,1,1
26768,2016,77840,0,0,0,0
26405,2017,77840,0,0,0,0
54323,2013,78028,0,0,1,1
54332,2014,78028,0,0,0,1
54306,2015,78028,0,0,0,0
54317,2016,78028,0,0,1,1
54334,2017,78028,1,0,1,1
6567,2013,78043,0,0,0,1
6170,2014,78043,0,0,0,0
6607,2015,78043,0,0,1,1
7473,2016,78043,1,0,1,1
7982,2017,78043,0,0,0,0
14174,2013,78102,0,0,0,0
14166,2014,78102,0,0,0,0
14212,2015,78102,0,0,0,1
14193,2016,78102,0,0,0,0
14169,2017,78102,0,0,0,0
5417,2013,78119,0,0,0,0
5404,2014,78119,0,0,0,0
5442,2015,78119,0,0,0,1
5432,2016,78119,0,0,0,0
5414,2017,78119,0,0,0,0
2354,2013,78521,0,0,0,0
2664,2014,78521,0,0,0,0
2100,2015,78521,0,0,0,0
2257,2016,78521,0,0,0,1
2457,2017,78521,0,0,1,1
4382,2013,78559,0,0,0,1
5248,2014,78559,1,0,1,1
3591,2016,78569,0,0,0,1
3568,2017,78569,0,0,0,1
1290,2017,78580,0,0,0,0
6191,2013,78584,0,0,0,0
6184,2014,78584,0,0,0,0
3004,2013,78586,0,0,0,0
3692,2014,78586,0,0,0,1
3042,2015,78586,0,0,0,0
2959,2016,78586,0,0,0,1
2576,2017,78586,0,0,0,0
4283,2013,78593,0,0,1,1
4683,2014,78593,0,0,0,0
2737,2015,78593,0,0,0,0
2069,2016,78593,0,0,0,0
1773,2017,78593,0,0,0,0
2405,2013,79103,0,0,0,0
2814,2014,79103,0,0,0,1
3357,2015,79103,0,0,0,1
3671,2016,79103,0,0,0,0
3944,2017,79103,0,0,0,0
628,2013,79104,0,0,0,0
848,2014,79104,0,0,0,1
1041,2015,79104,0,0,1,1
1126,2016,79104,0,0,0,0
1168,2017,79104,0,0,0,0
6467,2017,79106,0,0,0,0
8971,2014,79108,0,0,0,1
9417,2015,79108,0,0,0,0
10342,2016,79108,0,0,0,1
11407,2017,79108,0,0,0,0
10930,2013,79331,0,0,0,1
10922,2014,79331,0,0,0,0
10957,2015,79331,0,0,0,0
10947,2016,79331,1,0,1,1
10928,2017,79331,0,0,0,0
4134,2013,79556,0,0,0,1
3898,2014,79556,0,0,0,1
4297,2015,79556,0,0,0,0
5126,2016,79556,0,0,0,1
4985,2017,79556,0,0,0,0
6597,2013,79703,0,0,0,0
6791,2014,79703,1,0,1,1
7278,2015,79703,0,0,0,0
8138,2016,79703,0,0,0,1
8107,2017,79703,0,0,0,0
16570,2013,79706,0,0,0,0
16642,2014,79706,0,0,0,0
17423,2015,79706,0,0,0,0
17151,2016,79706,0,0,0,0
18043,2017,79706,0,0,1,1
7230,2013,79766,0,0,0,0
8304,2016,79766,0,0,0,1
8418,2017,79766,0,0,0,0
3716,2013,79903,0,0,1,1
4020,2014,79903,0,0,0,1
3851,2015,79903,1,0,1,1
3662,2016,79903,0,0,0,0
3533,2017,79903,0,0,0,0
3717,2013,79907,0,0,0,0
3625,2014,79907,0,0,0,0
3324,2015,79907,0,0,0,0
3028,2016,79907,0,0,0,0
3253,2017,79907,1,0,1,1
3330,2013,79915,0,0,0,0
3177,2014,79915,0,0,0,0
2895,2015,79915,0,0,0,0
2675,2016,79915,0,0,0,0
2617,2017,79915,0,0,0,0
4486,2015,79924,0,0,0,1
4363,2016,79924,0,0,0,0
4192,2017,79924,0,0,0,0
3641,2013,79930,0,0,0,0
3741,2014,79930,0,0,1,1
3563,2015,79930,1,0,1,1
3462,2016,79930,0,0,0,0
3354,2017,79930,0,0,0,0
50212,2013,80002,0,0,0,0
51425,2014,80002,0,0,0,0
52235,2015,80002,0,0,0,0
52700,2016,80002,1,0,1,1
52980,2017,80002,0,0,0,0
51410,2013,80003,0,0,0,0
52612,2014,80003,0,0,0,0
53533,2015,80003,0,0,0,1
53977,2016,80003,0,0,0,1
54371,2017,80003,0,0,0,0
44394,2013,80011,0,0,0,1
46462,2014,80011,0,0,0,1
47432,2015,80011,0,0,0,1
47974,2016,80011,0,0,0,1
48549,2017,80011,0,0,1,1
48131,2013,80012,1,0,1,1
49654,2014,80012,1,0,1,1
50145,2015,80012,0,0,0,0
50307,2016,80012,0,0,0,0
50654,2017,80012,0,0,0,0
46690,2013,80017,0,0,0,1
48227,2014,80017,0,0,0,1
48849,2015,80017,0,0,0,0
49321,2016,80017,1,0,1,1
49713,2017,80017,0,0,0,0
45920,2014,80019,0,0,0,1
46604,2013,80030,0,0,0,1
48415,2014,80030,0,0,0,1
49191,2015,80030,0,0,0,0
49520,2016,80030,0,0,0,0
49943,2017,80030,0,0,0,0
54814,2013,80033,0,0,0,0
55546,2014,80033,0,0,0,0
55867,2015,80033,0,0,0,0
56135,2016,80033,0,0,0,0
56721,2017,80033,1,0,1,1
48717,2013,80110,1,0,1,1
50277,2014,80110,1,0,1,1
51017,2015,80110,0,0,0,0
51494,2016,80110,1,0,1,1
51708,2017,80110,0,0,0,0
48318,2013,80214,1,0,1,1
49555,2014,80214,0,0,0,0
50578,2015,80214,0,0,1,1
51011,2016,80214,0,0,0,1
51656,2017,80214,1,0,1,1
32262,2013,80216,0,0,0,1
35199,2014,80216,0,0,0,1
37052,2015,80216,1,0,1,1
38928,2016,80216,1,0,1,1
39647,2017,80216,1,0,1,1
42543,2013,80219,0,0,0,0
44377,2014,80219,0,0,0,1
45903,2015,80219,1,0,1,1
46909,2016,80219,0,0,0,1
47358,2017,80219,0,0,0,0
46510,2013,80221,1,0,1,1
48087,2014,80221,0,0,0,1
49067,2015,80221,0,0,0,1
49698,2016,80221,1,0,1,1
50520,2017,80221,0,0,0,1
42973,2013,80223,0,0,0,1
45020,2014,80223,0,0,0,1
46683,2015,80223,1,0,1,1
47707,2016,80223,0,0,0,1
48022,2017,80223,0,0,0,0
53970,2013,80226,0,0,0,0
55064,2014,80226,0,0,0,0
55741,2015,80226,0,0,0,0
55934,2016,80226,0,0,0,0
56137,2017,80226,0,0,0,0
44127,2013,80229,0,0,0,1
46000,2014,80229,1,0,1,1
47214,2015,80229,0,0,0,1
48122,2016,80229,0,0,1,1
48889,2017,80229,0,0,0,1
53420,2013,80232,0,0,1,1
54528,2014,80232,0,0,0,0
55251,2015,80232,0,0,0,1
55599,2016,80232,0,0,0,0
55939,2017,80232,0,0,0,0
49389,2013,80233,0,0,0,1
51027,2014,80233,0,0,0,1
51726,2015,80233,0,0,0,0
52049,2016,80233,0,0,0,0
52552,2017,80233,0,0,1,1
50396,2013,80235,1,0,1,1
51798,2014,80235,0,0,0,1
52637,2015,80235,0,0,0,1
52876,2016,80235,0,0,0,0
53162,2017,80235,0,0,0,0
53602,2013,80236,0,0,0,1
54690,2014,80236,0,0,0,0
55452,2015,80236,0,0,1,1
56074,2016,80236,1,0,1,1
56180,2017,80236,0,0,0,0
31719,2013,80247,0,0,1,1
54116,2017,80249,0,0,0,0
46180,2013,80260,0,0,0,1
47730,2014,80260,0,0,0,0
48602,2015,80260,0,0,0,0
49419,2016,80260,0,0,0,1
50851,2017,80260,0,0,0,1
54064,2015,80421,0,0,0,0
55063,2017,80421,0,0,0,1
46438,2014,80440,0,0,0,0
45361,2015,80440,0,0,0,0
46472,2016,80440,0,0,1,1
48174,2017,80440,0,0,0,1
50774,2017,80444,0,0,0,1
37057,2013,80449,0,0,0,0
37746,2014,80449,0,0,0,0
36330,2015,80449,0,0,0,0
35160,2016,80449,0,0,0,0
36475,2017,80449,0,0,0,1
47640,2013,80452,0,0,0,0
46711,2014,80452,0,0,0,0
46329,2015,80452,0,0,0,0
48031,2016,80452,1,0,1,1
50406,2017,80452,0,0,0,1
51797,2013,80501,0,0,0,0
53223,2014,80501,0,0,0,0
54243,2015,80501,0,0,0,0
54549,2016,80501,0,0,1,1
54768,2017,80501,1,0,1,1
42390,2013,80520,0,0,1,1
45094,2014,80520,1,0,1,1
45190,2013,80521,1,0,1,1
46799,2014,80521,0,0,1,1
47717,2015,80521,0,0,0,0
48485,2016,80521,0,0,0,0
49021,2017,80521,0,0,0,0
54349,2017,80526,0,0,0,0
48332,2013,80535,0,0,0,1
49815,2014,80535,0,0,0,1
49976,2016,80535,0,0,0,0
49979,2017,80535,0,0,0,0
48982,2013,80537,0,0,0,0
52009,2016,80537,0,0,1,1
52422,2017,80537,0,0,0,0
54507,2017,80538,0,0,0,1
53707,2014,80601,0,0,0,1
54602,2015,80601,0,0,0,1
55022,2016,80601,0,0,0,1
55467,2017,80601,1,0,1,1
36877,2013,80610,0,0,0,1
38623,2014,80610,0,0,1,1
38960,2015,80610,0,0,0,0
39295,2016,80610,0,0,0,0
40954,2017,80610,0,0,0,1
34259,2013,80620,0,0,0,0
35318,2014,80620,0,0,0,0
36671,2015,80620,0,0,0,0
37522,2016,80620,0,0,0,0
38865,2017,80620,0,0,0,1
26962,2013,80631,0,0,0,0
28297,2014,80631,0,0,0,0
29999,2015,80631,0,0,1,1
31309,2016,80631,0,0,1,1
33244,2017,80631,0,0,0,1
50741,2013,80643,0,0,0,1
50642,2016,80643,0,0,0,0
40987,2017,80644,0,0,0,0
28408,2013,80650,0,0,0,0
29033,2015,80650,0,0,0,1
30927,2016,80650,0,0,0,1
33411,2017,80650,0,0,0,1
46634,2015,80651,0,0,0,1
47683,2016,80651,0,0,0,1
49003,2017,80651,0,0,1,1
41741,2013,80808,0,0,0,0
43423,2014,80808,0,0,0,1
45362,2015,80808,1,0,1,1
46365,2016,80808,1,0,1,1
46608,2017,80808,0,0,0,0
25504,2013,80813,1,0,1,1
23780,2014,80813,0,0,0,0
22278,2015,80813,0,0,0,0
21412,2016,80813,0,0,0,0
20903,2017,80813,0,0,0,0
41939,2013,80816,0,0,0,1
41766,2014,80816,0,0,0,0
41885,2015,80816,0,0,0,0
41686,2016,80816,0,0,0,0
42463,2017,80816,0,0,0,1
47626,2017,80820,0,0,1,1
38894,2013,80827,0,0,0,0
39937,2014,80827,0,0,0,0
39555,2015,80827,0,0,0,0
38012,2016,80827,0,0,0,0
33800,2013,80903,1,0,1,1
35372,2014,80903,1,0,1,1
36444,2015,80903,0,0,0,0
37249,2016,80903,0,0,0,0
31445,2013,80905,1,0,1,1
33247,2014,80905,0,0,0,1
34196,2015,80905,0,0,0,0
34780,2016,80905,0,0,0,0
36328,2013,80909,0,0,0,1
37713,2014,80909,0,0,0,1
39108,2015,80909,1,0,1,1
40423,2016,80909,0,0,0,1
40894,2017,80909,1,0,1,1
36794,2013,80915,0,0,0,0
38262,2014,80915,1,0,1,1
39604,2015,80915,1,0,1,1
40487,2016,80915,0,0,0,0
40947,2017,80915,0,0,0,1
29304,2013,80916,0,0,0,0
30695,2014,80916,0,0,1,1
32084,2015,80916,1,0,1,1
33319,2016,80916,1,0,1,1
34257,2017,80916,0,0,0,1
43618,2014,80917,0,0,0,0
45001,2015,80917,0,0,1,1
46440,2017,80917,0,0,0,0
10146,2013,81001,0,0,1,1
11188,2014,81001,0,0,0,0
11814,2015,81001,1,0,1,1
11889,2016,81001,0,0,0,0
12317,2017,81001,0,0,1,1
7669,2013,81003,0,0,0,1
8309,2014,81003,0,0,0,0
8430,2015,81003,0,0,0,0
8432,2016,81003,0,0,0,0
8507,2017,81003,0,0,0,0
6884,2013,81004,0,0,0,0
7359,2014,81004,0,0,0,0
7815,2015,81004,0,0,1,1
8237,2016,81004,0,0,1,1
8660,2017,81004,0,0,0,1
33060,2017,81008,0,0,0,0
40652,2013,81137,0,0,0,1
42736,2014,81137,1,0,1,1
42609,2015,81137,0,0,0,0
42804,2016,81137,0,0,0,0
43307,2017,81137,0,0,0,0
51274,2015,81326,0,0,0,0
40010,2017,81401,0,0,0,0
32742,2013,81415,0,0,0,1
38144,2014,81415,1,0,1,1
22611,2013,81416,0,0,1,1
26955,2014,81416,0,0,1,1
27043,2016,81416,0,0,0,0
29934,2017,81416,0,0,0,1
24512,2013,81425,0,0,0,0
25892,2014,81425,0,0,0,1
30279,2015,81425,1,0,1,1
35691,2016,81425,1,0,1,1
39835,2017,81425,1,0,1,1
18014,2013,81501,0,0,0,0
18621,2014,81501,0,0,0,1
19125,2015,81501,0,0,0,1
20325,2016,81501,0,0,0,1
21346,2017,81501,0,0,0,0
26507,2013,81503,1,0,1,1
27192,2014,81503,0,0,1,1
27673,2015,81503,0,0,0,1
28589,2017,81503,0,0,0,0
18253,2013,81520,0,0,0,1
18423,2014,81520,0,0,0,1
18772,2015,81520,1,0,1,1
19152,2016,81520,0,0,0,0
20549,2017,81520,0,0,0,1
65062,2015,81601,0,0,0,0
65093,2016,81601,0,0,0,0
48288,2014,81639,1,0,1,1
48374,2015,81639,0,0,0,0
48894,2016,81639,0,0,0,1
49209,2017,81639,0,0,0,0
57637,2015,81647,0,0,0,0
47806,2014,81650,0,0,0,0
48536,2015,81650,0,0,0,0
48995,2016,81650,0,0,0,0
50006,2017,81650,0,0,1,1
50232,2014,81652,0,0,0,0
51045,2015,81652,0,0,0,0
51679,2016,81652,0,0,0,0
53157,2017,81652,0,0,0,1
28191,2013,82001,0,0,0,0
28114,2014,82001,0,0,0,0
28129,2015,82001,0,0,0,0
28424,2016,82001,0,0,0,0
29483,2017,82001,1,0,1,1
19887,2013,82007,0,0,0,0
19971,2014,82007,0,0,0,0
20587,2015,82007,0,0,0,1
20213,2016,82007,0,0,0,0
21206,2017,82007,0,0,1,1
53236,2013,82501,1,0,1,1
53245,2014,82501,0,0,1,1
53225,2015,82501,0,0,0,0
53234,2016,82501,1,0,1,1
53241,2017,82501,0,0,0,0
15114,2013,82601,0,0,1,1
16461,2014,82601,0,0,0,1
17424,2015,82601,0,0,0,0
17644,2016,82601,0,0,0,0
17682,2017,82601,0,0,0,0
53232,2013,82716,0,0,0,1
53224,2014,82716,0,0,0,0
53238,2015,82716,0,0,0,0
53248,2016,82716,0,0,1,1
53229,2017,82716,0,0,0,0
46473,2016,82930,0,0,0,0
46441,2017,82930,0,0,0,0
